id,name,state_id:id
lga_oy_saki_west,"Saki West",l10n_ng_address.state_oyo
lga_oy_surulere,Surulere,l10n_ng_address.state_oyo
lga_pl_barkin_ladi,"Barkin Ladi",l10n_ng_address.state_plateau
lga_pl_bassa,Bassa,l10n_ng_address.state_plateau
lga_pl_bokkos,Bokkos,l10n_ng_address.state_plateau
lga_pl_jos_east,"Jos East",l10n_ng_address.state_plateau
lga_pl_jos_north,"Jos North",l10n_ng_address.state_plateau
lga_pl_jos_south,"Jos South",l10n_ng_address.state_plateau
lga_pl_kanam,Kanam,l10n_ng_address.state_plateau
lga_pl_kanke,Kanke,l10n_ng_address.state_plateau
lga_pl_langtang_north,"Langtang North",l10n_ng_address.state_plateau
lga_pl_langtang_south,"Langtang South",l10n_ng_address.state_plateau
lga_pl_mangu,Mangu,l10n_ng_address.state_plateau
lga_pl_mikang,Mikang,l10n_ng_address.state_plateau
lga_pl_pankshin,Pankshin,l10n_ng_address.state_plateau
lga_pl_qua'an_pan,"Qua'an Pan",l10n_ng_address.state_plateau
lga_pl_riyom,Riyom,l10n_ng_address.state_plateau
lga_pl_shendam,Shendam,l10n_ng_address.state_plateau
lga_pl_wase,Wase,l10n_ng_address.state_plateau
lga_ri_abua_odual,"Abua/Odual",l10n_ng_address.state_rivers
lga_ri_ahoada_east,"Ahoada East",l10n_ng_address.state_rivers
lga_ri_ahoada_west,"Ahoada West",l10n_ng_address.state_rivers
lga_ri_akuku_toru,"Akuku-Toru",l10n_ng_address.state_rivers
lga_ri_andoni,Andoni,l10n_ng_address.state_rivers
lga_ri_asari_toru,"Asari-Toru",l10n_ng_address.state_rivers
lga_ri_bonny,Bonny,l10n_ng_address.state_rivers
lga_ri_degema,Degema,l10n_ng_address.state_rivers
lga_ri_eleme,Eleme,l10n_ng_address.state_rivers
lga_ri_emuoha,Emuoha,l10n_ng_address.state_rivers
lga_ri_etche,Etche,l10n_ng_address.state_rivers
lga_ri_gokana,Gokana,l10n_ng_address.state_rivers
lga_ri_ikwerre,Ikwerre,l10n_ng_address.state_rivers
lga_ri_khana,Khana,l10n_ng_address.state_rivers
lga_ri_obio_akpor,"Obio/Akpor",l10n_ng_address.state_rivers
lga_ri_ogba_egbema_ndoni,"Ogba/Egbema/Ndoni",l10n_ng_address.state_rivers
lga_ri_ogu_bolo,"Ogu/Bolo",l10n_ng_address.state_rivers
lga_ri_okrika,Okrika,l10n_ng_address.state_rivers
lga_ri_omuma,Omuma,l10n_ng_address.state_rivers
lga_ri_opobo_nkoro,"Opobo/Nkoro",l10n_ng_address.state_rivers
lga_ri_oyigbo,Oyigbo,l10n_ng_address.state_rivers
lga_ri_port_harcourt,"Port Harcourt",l10n_ng_address.state_rivers
lga_ri_tai,Tai,l10n_ng_address.state_rivers
lga_so_binji,Binji,l10n_ng_address.state_sokoto
lga_so_bodinga,Bodinga,l10n_ng_address.state_sokoto
lga_so_dange_shuni,"Dange Shuni",l10n_ng_address.state_sokoto
lga_so_gudu,Gudu,l10n_ng_address.state_sokoto
lga_so_gwadabawa,Gwadabawa,l10n_ng_address.state_sokoto
lga_so_goronyo,Goronyo,l10n_ng_address.state_sokoto
lga_so_illela,Illela,l10n_ng_address.state_sokoto
lga_so_isa,Isa,l10n_ng_address.state_sokoto
lga_so_kebbe,Kebbe,l10n_ng_address.state_sokoto
lga_so_kware,Kware,l10n_ng_address.state_sokoto
lga_so_rabah,Rabah,l10n_ng_address.state_sokoto
lga_so_sabon_birni,"Sabon Birni",l10n_ng_address.state_sokoto
lga_so_shagari,Shagari,l10n_ng_address.state_sokoto
lga_so_silame,Silame,l10n_ng_address.state_sokoto
lga_so_sokoto_north,"Sokoto North",l10n_ng_address.state_sokoto
lga_so_sokoto_south,"Sokoto South",l10n_ng_address.state_sokoto
lga_so_tambuwal,Tambuwal,l10n_ng_address.state_sokoto
lga_so_tangaza,Tangaza,l10n_ng_address.state_sokoto
lga_so_tureta,Tureta,l10n_ng_address.state_sokoto
lga_so_wamako,Wamako,l10n_ng_address.state_sokoto
lga_so_wurno,Wurno,l10n_ng_address.state_sokoto
lga_so_yabo,Yabo,l10n_ng_address.state_sokoto
lga_ta_ardo_kola,"Ardo Kola",l10n_ng_address.state_taraba
lga_ta_bali,Bali,l10n_ng_address.state_taraba
lga_ta_donga,Donga,l10n_ng_address.state_taraba
lga_ta_gashaka,Gashaka,l10n_ng_address.state_taraba
lga_ta_gassol,Gassol,l10n_ng_address.state_taraba
lga_ta_ibi,Ibi,l10n_ng_address.state_taraba
lga_ta_jalingo,Jalingo,l10n_ng_address.state_taraba
lga_ta_karim_lamido,"Karim Lamido",l10n_ng_address.state_taraba
lga_ta_kurmi,Kurmi,l10n_ng_address.state_taraba
lga_ta_lau,Lau,l10n_ng_address.state_taraba
lga_ta_sardauna,Sardauna,l10n_ng_address.state_taraba
lga_ta_takum,Takum,l10n_ng_address.state_taraba
lga_ta_ussa,Ussa,l10n_ng_address.state_taraba
lga_ta_wukari,Wukari,l10n_ng_address.state_taraba
lga_ta_yoro,Yorro,l10n_ng_address.state_taraba
lga_ta_zing,Zing,l10n_ng_address.state_taraba
lga_yo_bade,Bade,l10n_ng_address.state_yobe
lga_yo_bursari,Bursari,l10n_ng_address.state_yobe
lga_yo_damaturu,Damaturu,l10n_ng_address.state_yobe
lga_yo_fika,Fika,l10n_ng_address.state_yobe
lga_yo_fune,Fune,l10n_ng_address.state_yobe
lga_yo_geidam,Geidam,l10n_ng_address.state_yobe
lga_yo_gujba,Gujba,l10n_ng_address.state_yobe
lga_yo_gulani,Gulani,l10n_ng_address.state_yobe
lga_yo_jakusko,Jakusko,l10n_ng_address.state_yobe
lga_yo_karasuwa,Karasuwa,l10n_ng_address.state_yobe
lga_yo_machina,Machina,l10n_ng_address.state_yobe
lga_yo_nangere,Nangere,l10n_ng_address.state_yobe
lga_yo_nguru,Nguru,l10n_ng_address.state_yobe
lga_yo_potiskum,Potiskum,l10n_ng_address.state_yobe
lga_yo_tarmuwa,Tarmuwa,l10n_ng_address.state_yobe
lga_yo_yunusari,Yunusari,l10n_ng_address.state_yobe
lga_yo_yusufari,Yusufari,l10n_ng_address.state_yobe
lga_za_anka,Anka,l10n_ng_address.state_zamfara
lga_za_bakura,Bakura,l10n_ng_address.state_zamfara
lga_za_birnin_magaji,"Birnin Magaji/Kiyaw",l10n_ng_address.state_zamfara
lga_za_bukkuyum,Bukkuyum,l10n_ng_address.state_zamfara
lga_za_bungudu,Bungudu,l10n_ng_address.state_zamfara
lga_za_gummi,Gummi,l10n_ng_address.state_zamfara
lga_za_gusau,Gusau,l10n_ng_address.state_zamfara
lga_za_kaura_namoda,"Kaura Namoda",l10n_ng_address.state_zamfara
lga_za_maradun,Maradun,l10n_ng_address.state_zamfara
lga_za_maru,Maru,l10n_ng_address.state_zamfara
lga_za_shinkafi,Shinkafi,l10n_ng_address.state_zamfara
lga_za_talata_mafara,"Talata Mafara",l10n_ng_address.state_zamfara
lga_za_tsafe,"Tsafe",l10n_ng_address.state_zamfara
lga_za_zurmi,Zurmi,l10n_ng_address.state_zamfara
